CódigoVenda;Quantidade;Produto;Valor Unitário;Valor Final
66355;5;Sapato Estampa;R$ 358,00;R$ 1.790,00
66355;2;Casaco Xadrez;R$ 259,00;R$ 518,00
66356;2;Polo Listrado;R$ 149,00;R$ 298,00
66356;3;Camiseta Estampa;R$ 196,00;R$ 588,00
66356;2;Tênis Liso;R$ 266,00;R$ 532,00
66357;1;Camiseta Linho;R$ 223,00;R$ 223,00
66357;2;Camiseta Listrado;R$ 197,00;R$ 394,00
66358;2;Pulseira Estampa;R$ 87,00;R$ 174,00
66359;1;Chinelo Listrado;R$ 73,00;R$ 73,00
66360;1;Cinto Linho;R$ 248,00;R$ 248,00
66360;1;Mochila Listrado;R$ 275,00;R$ 275,00
66362;1;Cinto;R$ 200,00;R$ 200,00
66362;5;Pulseira Xadrez;R$ 87,00;R$ 435,00
66362;3;Bermuda Linho;R$ 195,00;R$ 585,00
66362;1;Bermuda Listrado;R$ 163,00;R$ 163,00
66363;2;Tênis Linho;R$ 294,00;R$ 588,00
66364;2;Camisa Xadrez;R$ 105,00;R$ 210,00
66365;3;Relógio Xadrez;R$ 214,00;R$ 642,00
66366;2;Meia Liso;R$ 38,00;R$ 76,00
66366;2;Relógio;R$ 200,00;R$ 400,00
66367;1;Sunga Liso;R$ 114,00;R$ 114,00
66367;1;Gorro Linho;R$ 124,00;R$ 124,00
66367;1;Mochila Liso;R$ 276,00;R$ 276,00
66369;5;Pulseira Liso;R$ 87,00;R$ 435,00
66370;1;Sapato Estampa;R$ 358,00;R$ 358,00
66370;2;Casaco Linho;R$ 299,00;R$ 598,00
66370;2;Terno Listrado;R$ 709,00;R$ 1.418,00
66371;3;Sunga Xadrez;R$ 116,00;R$ 348,00
66371;2;Tênis Liso;R$ 266,00;R$ 532,00
66371;1;Casaco Listrado;R$ 269,00;R$ 269,00
66372;1;Chinelo;R$ 60,00;R$ 60,00
66373;2;Meia Listrado;R$ 37,00;R$ 74,00
66373;1;Terno Linho;R$ 750,00;R$ 750,00
66373;2;Short Estampa;R$ 96,00;R$ 192,00
66374;3;Calça Listrado;R$ 181,00;R$ 543,00
66375;4;Tênis Liso;R$ 266,00;R$ 1.064,00
66375;4;Bermuda Linho;R$ 195,00;R$ 780,00
66377;3;Gorro Linho;R$ 124,00;R$ 372,00
66378;1;Short Listrado;R$ 102,00;R$ 102,00
66379;5;Terno Listrado;R$ 709,00;R$ 3.545,00
66380;3;Polo;R$ 130,00;R$ 390,00
66381;2;Camiseta Estampa;R$ 196,00;R$ 392,00
66381;5;Cueca Estampa;R$ 66,00;R$ 330,00
66381;1;Cinto Linho;R$ 248,00;R$ 248,00
66381;2;Sapato Listrado;R$ 363,00;R$ 726,00
66382;1;Bermuda Estampa;R$ 169,00;R$ 169,00
66382;5;Camisa Gola V Liso;R$ 118,00;R$ 590,00
66383;1;Camisa Estampa;R$ 113,00;R$ 113,00
66383;1;Terno Linho;R$ 750,00;R$ 750,00
66383;1;Short Estampa;R$ 96,00;R$ 96,00
66384;2;Pulseira Liso;R$ 87,00;R$ 174,00
66385;1;Camisa Gola V;R$ 100,00;R$ 100,00
66385;3;Calça Estampa;R$ 177,00;R$ 531,00
66385;2;Gorro Listrado;R$ 97,00;R$ 194,00
66387;1;Polo Liso;R$ 137,00;R$ 137,00
66387;3;Chinelo Listrado;R$ 73,00;R$ 219,00
66387;2;Short Listrado;R$ 102,00;R$ 204,00
66387;1;Meia Listrado;R$ 37,00;R$ 37,00
66387;2;Terno;R$ 700,00;R$ 1.400,00
66387;5;Polo Linho;R$ 176,00;R$ 880,00
66388;1;Polo;R$ 130,00;R$ 130,00
66389;2;Mochila;R$ 270,00;R$ 540,00
66391;1;Sapato Linho;R$ 391,00;R$ 391,00
66393;3;Camisa Gola V Estampa;R$ 118,00;R$ 354,00
66395;1;Camisa Gola V;R$ 100,00;R$ 100,00
66395;4;Mochila Liso;R$ 276,00;R$ 1.104,00
66395;2;Camisa Gola V Xadrez;R$ 107,00;R$ 214,00
66396;2;Sunga Listrado;R$ 114,00;R$ 228,00
66397;1;Casaco Liso;R$ 255,00;R$ 255,00
66397;1;Bermuda Listrado;R$ 163,00;R$ 163,00
66398;1;Camisa Gola V Listrado;R$ 116,00;R$ 116,00
66398;2;Sunga Xadrez;R$ 116,00;R$ 232,00
66400;1;Casaco;R$ 250,00;R$ 250,00
66400;5;Bermuda Xadrez;R$ 155,00;R$ 775,00
66400;4;Cueca Estampa;R$ 66,00;R$ 264,00
66400;1;Short Liso;R$ 108,00;R$ 108,00
66401;2;Polo Liso;R$ 137,00;R$ 274,00
66403;1;Relógio;R$ 200,00;R$ 200,00
66404;5;Calça;R$ 170,00;R$ 850,00
66406;1;Cinto Listrado;R$ 214,00;R$ 214,00
66406;4;Sapato;R$ 350,00;R$ 1.400,00
66406;1;Sapato Liso;R$ 368,00;R$ 368,00
66407;2;Camiseta Xadrez;R$ 200,00;R$ 400,00
66407;2;Bermuda Liso;R$ 157,00;R$ 314,00
66408;1;Camiseta Estampa;R$ 196,00;R$ 196,00
66409;2;Calça Listrado;R$ 181,00;R$ 362,00
66410;3;Chinelo Linho;R$ 105,00;R$ 315,00
66410;1;Sapato Liso;R$ 368,00;R$ 368,00
66411;1;Short Xadrez;R$ 100,00;R$ 100,00
66412;1;Cinto Xadrez;R$ 215,00;R$ 215,00
66414;2;Pulseira;R$ 70,00;R$ 140,00
66414;2;Meia;R$ 30,00;R$ 60,00
66415;1;Sapato Estampa;R$ 358,00;R$ 358,00
66416;2;Polo Xadrez;R$ 142,00;R$ 284,00
66417;2;Meia Estampa;R$ 50,00;R$ 100,00
66419;2;Polo;R$ 130,00;R$ 260,00
66420;3;Mochila Listrado;R$ 275,00;R$ 825,00
66420;1;Calça Linho;R$ 211,00;R$ 211,00
66420;4;Camiseta Liso;R$ 187,00;R$ 748,00
66421;5;Polo Linho;R$ 176,00;R$ 880,00
66421;3;Sunga Listrado;R$ 114,00;R$ 342,00
66422;1;Relógio Estampa;R$ 219,00;R$ 219,00
66424;4;Camisa Liso;R$ 105,00;R$ 420,00
66424;1;Gorro Listrado;R$ 97,00;R$ 97,00
66426;1;Terno Liso;R$ 720,00;R$ 720,00
66426;5;Polo;R$ 130,00;R$ 650,00
66427;1;Pulseira;R$ 70,00;R$ 70,00
66427;4;Sunga Listrado;R$ 114,00;R$ 456,00
66429;4;Mochila Listrado;R$ 275,00;R$ 1.100,00
66431;1;Calça Listrado;R$ 181,00;R$ 181,00
66431;1;Terno Liso;R$ 720,00;R$ 720,00
66433;5;Mochila Liso;R$ 276,00;R$ 1.380,00
66433;2;Relógio Estampa;R$ 219,00;R$ 438,00
66433;5;Camisa Gola V Xadrez;R$ 107,00;R$ 535,00
66434;1;Polo Estampa;R$ 138,00;R$ 138,00
66434;3;Calça Linho;R$ 211,00;R$ 633,00
66436;1;Sapato Linho;R$ 391,00;R$ 391,00
66436;1;Relógio Liso;R$ 216,00;R$ 216,00
66437;2;Camisa Gola V Estampa;R$ 118,00;R$ 236,00
66438;2;Relógio Linho;R$ 240,00;R$ 480,00
66438;3;Meia Estampa;R$ 50,00;R$ 150,00
66439;1;Calça Liso;R$ 190,00;R$ 190,00
66439;2;Sunga Xadrez;R$ 116,00;R$ 232,00
66439;1;Camisa Gola V Xadrez;R$ 107,00;R$ 107,00
66439;3;Camisa Gola V Linho;R$ 145,00;R$ 435,00
66441;2;Sapato Liso;R$ 368,00;R$ 736,00
66441;1;Pulseira Listrado;R$ 79,00;R$ 79,00
66443;1;Calça Listrado;R$ 181,00;R$ 181,00
66444;1;Cueca Xadrez;R$ 60,00;R$ 60,00
66445;3;Meia Xadrez;R$ 41,00;R$ 123,00
66446;2;Terno Listrado;R$ 709,00;R$ 1.418,00
66446;1;Camiseta;R$ 180,00;R$ 180,00
66447;1;Camiseta Linho;R$ 223,00;R$ 223,00
66447;2;Short Xadrez;R$ 100,00;R$ 200,00
66447;2;Camisa Liso;R$ 105,00;R$ 210,00
66447;3;Calça Listrado;R$ 181,00;R$ 543,00
66448;1;Camisa Xadrez;R$ 105,00;R$ 105,00
66448;2;Sapato Listrado;R$ 363,00;R$ 726,00
66448;3;Tênis Estampa;R$ 256,00;R$ 768,00
66448;2;Chinelo Listrado;R$ 73,00;R$ 146,00
66450;2;Camisa Xadrez;R$ 105,00;R$ 210,00
66451;1;Polo;R$ 130,00;R$ 130,00
66451;2;Chinelo Estampa;R$ 74,00;R$ 148,00
66452;2;Sunga Estampa;R$ 120,00;R$ 240,00
66452;1;Mochila;R$ 270,00;R$ 270,00
66453;4;Camiseta Xadrez;R$ 200,00;R$ 800,00
66454;2;Camisa;R$ 100,00;R$ 200,00
66454;3;Tênis Estampa;R$ 256,00;R$ 768,00
66455;3;Polo Estampa;R$ 138,00;R$ 414,00
66456;1;Mochila Xadrez;R$ 283,00;R$ 283,00
66456;3;Polo Estampa;R$ 138,00;R$ 414,00
66456;2;Mochila Xadrez;R$ 283,00;R$ 566,00
66456;1;Bermuda;R$ 150,00;R$ 150,00
66458;1;Camisa Linho;R$ 141,00;R$ 141,00
66459;3;Polo Linho;R$ 176,00;R$ 528,00
66459;3;Sapato;R$ 350,00;R$ 1.050,00
66459;1;Calça Liso;R$ 190,00;R$ 190,00
66462;2;Sunga Estampa;R$ 120,00;R$ 240,00
66463;3;Pulseira Xadrez;R$ 87,00;R$ 261,00
66464;2;Gorro Xadrez;R$ 85,00;R$ 170,00
66464;1;Camiseta Liso;R$ 187,00;R$ 187,00
66465;2;Sunga Estampa;R$ 120,00;R$ 240,00
66465;1;Polo;R$ 130,00;R$ 130,00
66466;1;Camisa Linho;R$ 141,00;R$ 141,00
66467;3;Tênis Linho;R$ 294,00;R$ 882,00
66468;1;Camiseta Listrado;R$ 197,00;R$ 197,00
66468;1;Camiseta;R$ 180,00;R$ 180,00
66470;2;Camisa Gola V Estampa;R$ 118,00;R$ 236,00
66471;3;Cueca Estampa;R$ 66,00;R$ 198,00
66472;2;Casaco Linho;R$ 299,00;R$ 598,00
66473;2;Relógio Linho;R$ 240,00;R$ 480,00
66474;1;Bermuda Linho;R$ 195,00;R$ 195,00
66475;2;Cinto Liso;R$ 209,00;R$ 418,00
66476;1;Camisa Liso;R$ 105,00;R$ 105,00
66476;1;Meia Listrado;R$ 37,00;R$ 37,00
66477;1;Camisa Listrado;R$ 108,00;R$ 108,00
66477;2;Camisa;R$ 100,00;R$ 200,00
66478;1;Cinto;R$ 200,00;R$ 200,00
66478;2;Meia Xadrez;R$ 41,00;R$ 82,00
66479;5;Sunga;R$ 100,00;R$ 500,00
66479;4;Cinto Listrado;R$ 214,00;R$ 856,00
66479;1;Meia Xadrez;R$ 41,00;R$ 41,00
66479;2;Sunga Liso;R$ 114,00;R$ 228,00
66480;4;Bermuda Estampa;R$ 169,00;R$ 676,00
66481;1;Gorro Liso;R$ 92,00;R$ 92,00
66481;3;Camiseta Liso;R$ 187,00;R$ 561,00
66482;1;Short Listrado;R$ 102,00;R$ 102,00
66483;1;Casaco;R$ 250,00;R$ 250,00
66485;1;Pulseira Xadrez;R$ 87,00;R$ 87,00
66485;2;Sunga Liso;R$ 114,00;R$ 228,00
66485;3;Meia;R$ 30,00;R$ 90,00
66486;2;Sunga Estampa;R$ 120,00;R$ 240,00
66486;1;Bermuda Liso;R$ 157,00;R$ 157,00
66487;1;Camiseta Listrado;R$ 197,00;R$ 197,00
66488;1;Calça Liso;R$ 190,00;R$ 190,00
66489;1;Camiseta Xadrez;R$ 200,00;R$ 200,00
66489;4;Camiseta Listrado;R$ 197,00;R$ 788,00
66490;2;Short Estampa;R$ 96,00;R$ 192,00
66490;3;Cinto Estampa;R$ 209,00;R$ 627,00
66491;1;Chinelo Linho;R$ 105,00;R$ 105,00
66492;2;Gorro Liso;R$ 92,00;R$ 184,00
66492;1;Tênis Linho;R$ 294,00;R$ 294,00
66494;1;Meia Xadrez;R$ 41,00;R$ 41,00
66494;2;Calça Liso;R$ 190,00;R$ 380,00
66495;3;Cueca Xadrez;R$ 60,00;R$ 180,00
66495;1;Sapato Linho;R$ 391,00;R$ 391,00
66496;5;Sunga Xadrez;R$ 116,00;R$ 580,00
66496;2;Pulseira Estampa;R$ 87,00;R$ 174,00
66496;1;Terno Listrado;R$ 709,00;R$ 709,00
66496;2;Camisa;R$ 100,00;R$ 200,00
66497;5;Camisa Liso;R$ 105,00;R$ 525,00
66497;1;Tênis Linho;R$ 294,00;R$ 294,00
66498;1;Cueca Estampa;R$ 66,00;R$ 66,00
66498;2;Tênis Estampa;R$ 256,00;R$ 512,00
66499;3;Polo Xadrez;R$ 142,00;R$ 426,00
66500;2;Mochila Listrado;R$ 275,00;R$ 550,00
66502;3;Camisa Gola V Linho;R$ 145,00;R$ 435,00
66502;2;Camisa Gola V Linho;R$ 145,00;R$ 290,00
66503;3;Sunga Xadrez;R$ 116,00;R$ 348,00
66504;2;Camisa Linho;R$ 141,00;R$ 282,00
66505;2;Pulseira Listrado;R$ 79,00;R$ 158,00
66505;2;Relógio Liso;R$ 216,00;R$ 432,00
66507;1;Casaco Liso;R$ 255,00;R$ 255,00
66507;1;Sapato Estampa;R$ 358,00;R$ 358,00
66508;4;Calça Linho;R$ 211,00;R$ 844,00
66508;1;Camisa;R$ 100,00;R$ 100,00
66509;2;Relógio Listrado;R$ 218,00;R$ 436,00
66511;2;Sapato Estampa;R$ 358,00;R$ 716,00
66512;1;Pulseira Estampa;R$ 87,00;R$ 87,00
66512;1;Mochila Xadrez;R$ 283,00;R$ 283,00
66512;2;Short Estampa;R$ 96,00;R$ 192,00
66513;3;Relógio;R$ 200,00;R$ 600,00
66513;1;Sapato;R$ 350,00;R$ 350,00
66513;2;Camisa;R$ 100,00;R$ 200,00
66513;2;Bermuda Xadrez;R$ 155,00;R$ 310,00
66513;1;Casaco Listrado;R$ 269,00;R$ 269,00
66513;1;Cueca Linho;R$ 93,00;R$ 93,00
66514;5;Short Liso;R$ 108,00;R$ 540,00
66514;1;Calça Listrado;R$ 181,00;R$ 181,00
66514;1;Meia Linho;R$ 78,00;R$ 78,00
66514;3;Chinelo Xadrez;R$ 66,00;R$ 198,00
66515;1;Sunga Xadrez;R$ 116,00;R$ 116,00
66515;1;Short;R$ 90,00;R$ 90,00
66515;1;Calça Linho;R$ 211,00;R$ 211,00
66516;4;Bermuda;R$ 150,00;R$ 600,00
66517;2;Terno Xadrez;R$ 709,00;R$ 1.418,00
66519;2;Sunga Estampa;R$ 120,00;R$ 240,00
66521;1;Casaco Xadrez;R$ 259,00;R$ 259,00
66522;5;Mochila Xadrez;R$ 283,00;R$ 1.415,00
66522;1;Bermuda Listrado;R$ 163,00;R$ 163,00
66522;3;Camiseta Linho;R$ 223,00;R$ 669,00
66523;2;Terno Liso;R$ 720,00;R$ 1.440,00
66523;5;Sapato Listrado;R$ 363,00;R$ 1.815,00
66523;4;Camiseta Xadrez;R$ 200,00;R$ 800,00
66524;2;Mochila Liso;R$ 276,00;R$ 552,00
66524;4;Relógio Estampa;R$ 219,00;R$ 876,00
66525;3;Sapato Listrado;R$ 363,00;R$ 1.089,00
66525;4;Short;R$ 90,00;R$ 360,00
66525;1;Camisa Gola V;R$ 100,00;R$ 100,00
66527;3;Terno;R$ 700,00;R$ 2.100,00
66530;1;Cueca Estampa;R$ 66,00;R$ 66,00
66530;1;Calça Xadrez;R$ 185,00;R$ 185,00
66531;1;Terno Linho;R$ 750,00;R$ 750,00
66532;1;Short Estampa;R$ 96,00;R$ 96,00
66533;2;Polo Liso;R$ 137,00;R$ 274,00
66535;2;Relógio Listrado;R$ 218,00;R$ 436,00
66535;2;Short;R$ 90,00;R$ 180,00
66535;4;Camisa Gola V Estampa;R$ 118,00;R$ 472,00
66536;3;Polo Listrado;R$ 149,00;R$ 447,00
66538;1;Cueca Xadrez;R$ 60,00;R$ 60,00
66538;3;Mochila Xadrez;R$ 283,00;R$ 849,00
66538;2;Meia Listrado;R$ 37,00;R$ 74,00
66538;1;Relógio;R$ 200,00;R$ 200,00
66538;2;Cinto Xadrez;R$ 215,00;R$ 430,00
66539;3;Short Estampa;R$ 96,00;R$ 288,00
66540;1;Terno Liso;R$ 720,00;R$ 720,00
66540;2;Sunga Listrado;R$ 114,00;R$ 228,00
66540;1;Gorro Linho;R$ 124,00;R$ 124,00
66541;4;Camiseta Liso;R$ 187,00;R$ 748,00
66542;1;Mochila Xadrez;R$ 283,00;R$ 283,00
66543;1;Casaco Xadrez;R$ 259,00;R$ 259,00
66543;3;Cueca Listrado;R$ 67,00;R$ 201,00
66544;2;Calça Xadrez;R$ 185,00;R$ 370,00
66544;1;Gorro Linho;R$ 124,00;R$ 124,00
66544;2;Bermuda Linho;R$ 195,00;R$ 390,00
66545;1;Camiseta Estampa;R$ 196,00;R$ 196,00
66546;2;Relógio Liso;R$ 216,00;R$ 432,00
66546;1;Calça Xadrez;R$ 185,00;R$ 185,00
66547;2;Cueca Liso;R$ 69,00;R$ 138,00
66549;1;Sunga Listrado;R$ 114,00;R$ 114,00
66549;1;Camisa;R$ 100,00;R$ 100,00
66549;2;Sunga Linho;R$ 149,00;R$ 298,00
66550;1;Casaco Listrado;R$ 269,00;R$ 269,00
66551;2;Camisa Xadrez;R$ 105,00;R$ 210,00
66551;1;Terno;R$ 700,00;R$ 700,00
66552;2;Gorro Liso;R$ 92,00;R$ 184,00
66552;2;Chinelo Linho;R$ 105,00;R$ 210,00
66552;2;Camisa Listrado;R$ 108,00;R$ 216,00
66553;1;Gorro Xadrez;R$ 85,00;R$ 85,00
66553;2;Camisa;R$ 100,00;R$ 200,00
66554;2;Camisa Listrado;R$ 108,00;R$ 216,00
66555;1;Polo;R$ 130,00;R$ 130,00
66555;4;Camisa Gola V;R$ 100,00;R$ 400,00
66557;5;Calça Xadrez;R$ 185,00;R$ 925,00
66559;2;Casaco Linho;R$ 299,00;R$ 598,00
66559;2;Pulseira Linho;R$ 114,00;R$ 228,00
66560;1;Cueca Estampa;R$ 66,00;R$ 66,00
66560;1;Bermuda Xadrez;R$ 155,00;R$ 155,00
66560;1;Camisa Xadrez;R$ 105,00;R$ 105,00
66560;1;Polo;R$ 130,00;R$ 130,00
66561;1;Cinto;R$ 200,00;R$ 200,00
66561;1;Camisa;R$ 100,00;R$ 100,00
66561;1;Tênis Listrado;R$ 262,00;R$ 262,00
66561;4;Cinto Listrado;R$ 214,00;R$ 856,00
66561;3;Terno Liso;R$ 720,00;R$ 2.160,00
66562;1;Mochila Xadrez;R$ 283,00;R$ 283,00
66562;1;Tênis Listrado;R$ 262,00;R$ 262,00
66563;3;Cinto;R$ 200,00;R$ 600,00
66563;4;Meia Listrado;R$ 37,00;R$ 148,00
66563;1;Gorro Listrado;R$ 97,00;R$ 97,00
66564;1;Camisa Xadrez;R$ 105,00;R$ 105,00
66566;1;Sunga Estampa;R$ 120,00;R$ 120,00
66568;5;Pulseira Listrado;R$ 79,00;R$ 395,00
66568;5;Camisa Gola V Xadrez;R$ 107,00;R$ 535,00
66569;4;Sapato Linho;R$ 391,00;R$ 1.564,00
66573;1;Camisa;R$ 100,00;R$ 100,00
66573;4;Cinto Listrado;R$ 214,00;R$ 856,00
66574;1;Polo Linho;R$ 176,00;R$ 176,00
66577;5;Casaco Estampa;R$ 256,00;R$ 1.280,00
66578;5;Pulseira Xadrez;R$ 87,00;R$ 435,00
66579;1;Camisa Liso;R$ 105,00;R$ 105,00
66579;2;Polo Estampa;R$ 138,00;R$ 276,00
66580;1;Gorro Liso;R$ 92,00;R$ 92,00
66581;1;Tênis Estampa;R$ 256,00;R$ 256,00
66582;3;Cinto Xadrez;R$ 215,00;R$ 645,00
66584;2;Chinelo Liso;R$ 71,00;R$ 142,00
66585;2;Sunga;R$ 100,00;R$ 200,00
66586;1;Chinelo Estampa;R$ 74,00;R$ 74,00
66586;1;Chinelo Xadrez;R$ 66,00;R$ 66,00
66586;5;Sunga Estampa;R$ 120,00;R$ 600,00
66586;5;Cueca Xadrez;R$ 60,00;R$ 300,00
66587;2;Meia Listrado;R$ 37,00;R$ 74,00
66587;2;Gorro Liso;R$ 92,00;R$ 184,00
66588;3;Cueca Xadrez;R$ 60,00;R$ 180,00
66589;1;Cinto Estampa;R$ 209,00;R$ 209,00
66590;5;Mochila Linho;R$ 311,00;R$ 1.555,00
66594;5;Chinelo Liso;R$ 71,00;R$ 355,00
66595;4;Tênis Linho;R$ 294,00;R$ 1.176,00
66596;1;Tênis Xadrez;R$ 259,00;R$ 259,00
66597;2;Sapato;R$ 350,00;R$ 700,00
66597;2;Cueca Xadrez;R$ 60,00;R$ 120,00
66598;1;Relógio Liso;R$ 216,00;R$ 216,00
66598;2;Camiseta Xadrez;R$ 200,00;R$ 400,00
66599;1;Camiseta;R$ 180,00;R$ 180,00
66599;4;Polo Xadrez;R$ 142,00;R$ 568,00
66600;2;Camisa;R$ 100,00;R$ 200,00
66600;1;Relógio Liso;R$ 216,00;R$ 216,00
66600;1;Camisa Gola V Xadrez;R$ 107,00;R$ 107,00
66601;3;Casaco Liso;R$ 255,00;R$ 765,00
66602;5;Camisa Linho;R$ 141,00;R$ 705,00
66602;1;Mochila Liso;R$ 276,00;R$ 276,00
66602;2;Sapato Liso;R$ 368,00;R$ 736,00
66603;2;Casaco Xadrez;R$ 259,00;R$ 518,00
66604;5;Camiseta;R$ 180,00;R$ 900,00
66604;5;Camisa Linho;R$ 141,00;R$ 705,00
66605;2;Gorro Estampa;R$ 93,00;R$ 186,00
66605;2;Camisa Linho;R$ 141,00;R$ 282,00
66605;5;Bermuda Liso;R$ 157,00;R$ 785,00
66607;4;Calça Liso;R$ 190,00;R$ 760,00
66608;1;Relógio Linho;R$ 240,00;R$ 240,00
66610;5;Short;R$ 90,00;R$ 450,00
66610;2;Calça;R$ 170,00;R$ 340,00
66611;5;Chinelo Estampa;R$ 74,00;R$ 370,00
66611;2;Relógio Xadrez;R$ 214,00;R$ 428,00
66611;4;Tênis;R$ 250,00;R$ 1.000,00
66611;1;Gorro Linho;R$ 124,00;R$ 124,00
66612;3;Calça Listrado;R$ 181,00;R$ 543,00
66612;1;Terno Estampa;R$ 706,00;R$ 706,00
66612;5;Tênis Listrado;R$ 262,00;R$ 1.310,00
66613;2;Cinto Liso;R$ 209,00;R$ 418,00
66613;1;Cinto Linho;R$ 248,00;R$ 248,00
66613;1;Mochila Estampa;R$ 277,00;R$ 277,00
66614;5;Cinto Linho;R$ 248,00;R$ 1.240,00
66616;1;Relógio Estampa;R$ 219,00;R$ 219,00
66616;1;Cueca Listrado;R$ 67,00;R$ 67,00
66618;1;Meia Liso;R$ 38,00;R$ 38,00
66618;1;Sunga Estampa;R$ 120,00;R$ 120,00
66619;1;Relógio Listrado;R$ 218,00;R$ 218,00
66620;4;Calça Estampa;R$ 177,00;R$ 708,00
66621;1;Mochila Liso;R$ 276,00;R$ 276,00
66621;1;Camisa Gola V Liso;R$ 118,00;R$ 118,00
66621;2;Sunga Listrado;R$ 114,00;R$ 228,00
66622;2;Pulseira Liso;R$ 87,00;R$ 174,00
66622;3;Meia Linho;R$ 78,00;R$ 234,00
66622;1;Camisa Estampa;R$ 113,00;R$ 113,00
66622;4;Camisa Liso;R$ 105,00;R$ 420,00
66623;3;Camisa;R$ 100,00;R$ 300,00
66623;2;Casaco Listrado;R$ 269,00;R$ 538,00
66623;2;Sapato Xadrez;R$ 368,00;R$ 736,00
66624;2;Camisa Listrado;R$ 108,00;R$ 216,00
66625;1;Polo Xadrez;R$ 142,00;R$ 142,00
66626;1;Bermuda;R$ 150,00;R$ 150,00
66627;3;Short Xadrez;R$ 100,00;R$ 300,00
66627;4;Calça Listrado;R$ 181,00;R$ 724,00
66628;1;Pulseira;R$ 70,00;R$ 70,00
66628;2;Gorro;R$ 80,00;R$ 160,00
66629;1;Camiseta Listrado;R$ 197,00;R$ 197,00
66629;1;Terno Estampa;R$ 706,00;R$ 706,00
66631;1;Relógio Linho;R$ 240,00;R$ 240,00
66632;3;Tênis Xadrez;R$ 259,00;R$ 777,00
66633;2;Camisa Gola V Liso;R$ 118,00;R$ 236,00
66634;2;Meia;R$ 30,00;R$ 60,00
66634;5;Gorro Xadrez;R$ 85,00;R$ 425,00
66635;1;Pulseira Estampa;R$ 87,00;R$ 87,00
66636;2;Chinelo;R$ 60,00;R$ 120,00
66637;3;Calça;R$ 170,00;R$ 510,00
66637;1;Short Estampa;R$ 96,00;R$ 96,00
66638;4;Casaco Linho;R$ 299,00;R$ 1.196,00
66638;2;Camisa Linho;R$ 141,00;R$ 282,00
66639;1;Terno Listrado;R$ 709,00;R$ 709,00
66639;1;Relógio Estampa;R$ 219,00;R$ 219,00
66640;1;Casaco Listrado;R$ 269,00;R$ 269,00
66640;2;Camisa Listrado;R$ 108,00;R$ 216,00
66640;1;Pulseira Xadrez;R$ 87,00;R$ 87,00
66641;1;Sapato Liso;R$ 368,00;R$ 368,00
66641;4;Cueca Liso;R$ 69,00;R$ 276,00
66642;1;Cueca;R$ 50,00;R$ 50,00
66644;1;Sapato Liso;R$ 368,00;R$ 368,00
66645;1;Relógio;R$ 200,00;R$ 200,00
66649;5;Camisa Gola V Xadrez;R$ 107,00;R$ 535,00
66649;2;Sapato Liso;R$ 368,00;R$ 736,00
66650;1;Sapato Liso;R$ 368,00;R$ 368,00
66650;2;Chinelo;R$ 60,00;R$ 120,00
66650;1;Tênis Linho;R$ 294,00;R$ 294,00
66650;5;Camisa Xadrez;R$ 105,00;R$ 525,00
66650;2;Sunga Liso;R$ 114,00;R$ 228,00
66651;1;Camisa Gola V Xadrez;R$ 107,00;R$ 107,00
66652;1;Chinelo Listrado;R$ 73,00;R$ 73,00
66652;1;Tênis Linho;R$ 294,00;R$ 294,00
66652;2;Polo Liso;R$ 137,00;R$ 274,00
66653;1;Terno Listrado;R$ 709,00;R$ 709,00
66653;3;Cueca Estampa;R$ 66,00;R$ 198,00
66653;1;Camisa Liso;R$ 105,00;R$ 105,00
66653;2;Terno Listrado;R$ 709,00;R$ 1.418,00
66653;1;Gorro Estampa;R$ 93,00;R$ 93,00
66654;2;Sapato Estampa;R$ 358,00;R$ 716,00
66656;1;Sunga Linho;R$ 149,00;R$ 149,00
66656;5;Camiseta;R$ 180,00;R$ 900,00
66659;3;Relógio Listrado;R$ 218,00;R$ 654,00
66659;1;Calça Estampa;R$ 177,00;R$ 177,00
66660;2;Sapato Listrado;R$ 363,00;R$ 726,00
66662;1;Chinelo Listrado;R$ 73,00;R$ 73,00
66662;1;Terno Linho;R$ 750,00;R$ 750,00
66662;5;Cinto Estampa;R$ 209,00;R$ 1.045,00
66663;3;Terno Estampa;R$ 706,00;R$ 2.118,00
66663;1;Relógio Estampa;R$ 219,00;R$ 219,00
66663;5;Chinelo Estampa;R$ 74,00;R$ 370,00
66664;2;Tênis Liso;R$ 266,00;R$ 532,00
66664;1;Meia;R$ 30,00;R$ 30,00
66665;1;Camiseta Xadrez;R$ 200,00;R$ 200,00
66665;4;Meia Listrado;R$ 37,00;R$ 148,00
66665;1;Terno Estampa;R$ 706,00;R$ 706,00
66668;1;Terno Liso;R$ 720,00;R$ 720,00
66669;3;Bermuda Xadrez;R$ 155,00;R$ 465,00
66670;4;Polo Xadrez;R$ 142,00;R$ 568,00
66670;2;Cueca Xadrez;R$ 60,00;R$ 120,00
66670;2;Terno;R$ 700,00;R$ 1.400,00
66670;1;Tênis Listrado;R$ 262,00;R$ 262,00
66671;1;Chinelo Xadrez;R$ 66,00;R$ 66,00
66671;1;Meia Liso;R$ 38,00;R$ 38,00
66671;2;Mochila Liso;R$ 276,00;R$ 552,00
66671;1;Short Xadrez;R$ 100,00;R$ 100,00
66671;2;Mochila Linho;R$ 311,00;R$ 622,00
66671;1;Cinto Linho;R$ 248,00;R$ 248,00
